film_id,title (original),Year of Production,Duration (min),IMDB id
flm0001771,Свадьба Кречинского 1 серия,1953,,tt0240058
flm0001772,Певец Урала,,,
flm0001773,Свадьба Кречинского 2 серия,1953,,tt0240058
flm0001774,Napoli milionaria,1950,84,tt0042780
flm0001775,Честь товарища,1953,84,tt0313885
flm0001776,Под знаменем единства,,,
flm0001777,Сельскохозяйственное училище №19,,,
flm0001778,Полет на луну,1953,30,tt3788712
flm0001779,Torna... a Sorrento,1945,95,tt0038183
flm0001780,Новости дня № 67 1953 г.,,,
flm0001781,Алеко,1953,61,tt0046694
flm0001782,Новости дня № 1 1954 г.,,,
flm0001783,Советские футболисты за рубежом,,,
flm0001784,Новости сельского хозяйства № 11 1954 г.,,,
flm0001785,Советский спорт № 12 1954 г.,,,
flm0001786,Пик дружбы,,,
flm0001787,Новости сельского хозяйства № 12 1954 г.,,,
flm0001788,L'appel du destin,1953,100,tt0149697
flm0001789,Новости дня № 2 1954 г.,,,
flm0001790,Наука и техника № 1 1954 г.,,,
flm0001791,Поедем в Сухуми,,,
flm0001792,Великий воин Албании Скандербег,1953,95,tt0046498
flm0001793,Новости дня № 3 1954 г.,,,
flm0001794,Возрожденное Пулково,,,
flm0001795,Соревнования конькобежцев СССР - Норвегия,,,
flm0001796,Мастера баскетбола,,,
flm0001797,В пойме Оки,,,
flm0001798,Тени,1953,105,tt5847394
flm0001799,Новости дня № 4 1954 г.,,,
flm0001800,Рассказ о зеленых квадратах,,,
flm0001801,Новости дня № 64 1954 г.,,,
flm0001802,Новости дня № 63 1954 г.,,,
flm0001803,Новости дня № 62 1954 г.,,,
flm0001804,Новости дня № 61 1954 г.,,,
flm0001805,Sprawa do zalatwienia,1953,81,tt0046356
flm0001806,Пионерия № 1 1954 г.,,,
flm0001807,За Саянским хребтом,,,
flm0001808,В плавнях Каспия,,,
flm0001809,Советские гимнасты,1953,18,tt0479542
flm0001810,Новости сельского хозяйства № 2 1954 г.,,,
flm0001811,Новости сельского хозяйства № 1 1954 г.,,,
flm0001812,Новости дня № 67 1954 г.,,,
flm0001813,Новости дня № 66 1954 г.,,,
flm0001814,Новости дня № 65 1954 г.,,,
flm0001815,Новости дня № 6 1954 г.,,,
flm0001816,Елка в Кремле,,,
flm0001817,Раскопки в Новгороде,,,
flm0001818,Новости сельского хозяйства 1954 г.,,,
flm0001819,Мастера русского балета,1954,80,tt0046055
flm0001820,Советский спорт № 1 1954 г.,,,
flm0001821,Новости дня № 5 1954 г.,,,
flm0001822,За нерушимую дружбу,,,
flm0001823,Monsieur Taxi,1952,75,tt0044918
flm0001824,Новости дня № 7 1954 г.,,,
flm0001825,Сиреневый сад,,,
flm0001826,Новости дня № 8 1954 г.,,,
flm0001827,Международные соревнования лыжников,,,
flm0001828,Калиновая роща,1954,112,tt0045951
flm0001829,У истоков жизни,,,
flm0001830,Новости дня № 9 1954 г.,,,
flm0001831,За мир и дружбу,1954,,tt0212629
flm0001832,Судьба Марины,1954,99,tt0046381
flm0001833,Новости дня № 10 1954 г.,,,
flm0001834,Новости дня № 11 1954 г.,,,
flm0001835,День отдыха в Ленинграде,,,
flm0001836,Огни на реке,1954,,tt0212397
flm0001837,"Für Gleichberechtigung, Glück und Frieden",,,
flm0001838,Новости дня № 12 1954 г.,,,
flm0001839,К северу от Томска,,,
flm0001840,Пионерия № 2 1954 г.,,,
flm0001841,По Каме-реке,,,
flm0001842,Eine Nacht in Venedig,1953,76,tt0140410
flm0001843,Румынская народная республика,,,
flm0001844,Даугава,,,
flm0001845,Советский спорт № 2 1954 г.,,,
flm0001846,Новости дня № 13 1954 г.,,,
flm0001847,Новости дня № 14 1954 г.,,,
flm0001848,Наука и техника № 2 1954 г.,,,
flm0001849,Налим,,,
flm0001850,Мастера спорта,,,
flm0001851,Roma ore 11,1952,107,tt0045098
flm0001852,Огни дружбы,,,
flm0001853,Новости дня № 15 1954 г.,,,
flm0001854,Недалеко от Краснодара,1953,,tt0174973
flm0001855,Братья Лю,1953,27,tt2407346
flm0001856,Liu hao men,1952,97,tt0357867
flm0001857,Новости дня № 16 1954 г.,,,
flm0001858,На Челябинском тракторном,,,
flm0001859,Памятники культуры государства Урарту,,,
flm0001860,Советские конькобежцы в Норвегии,,,
flm0001861,Советский спорт № 3 1954 г.,,,
flm0001862,Сильнейшие в мире,,,
flm0001863,Черешенки,,,
flm0001864,Таинственная находка,1954,72,tt0212545
flm0001865,"Специальный выпуск, посвященный выборам в Верховный Совет СССР в Москве",,,
flm0001866,Новости дня № 17 1954 г.,,,
flm0001867,Due soldi di speranza,1952,110,tt0044572
flm0001868,Крылатая защита,1954,,tt0212287
flm0001869,Вальс на льду,,,
flm0001870,Новости дня № 18 1954 г.,,,
flm0001871,Туристы на лыжах,,,
flm0001872,Художественная гимнастика,,,
flm0001873,Наука и техника № 3 1954 г.,,,
flm0001874,Командир корабля,1954,,tt0174822
flm0001875,Новости дня № 19 1954 г.,,,
flm0001876,На строительстве Куйбышевского гидроузла,,,
flm0001877,Под парусами,,,
flm0001878,Спортивные встречи друзей,,,
flm0001879,Дворец науки,,,
flm0001880,Пионерия № 3 1954 г.,,,
flm0001881,Рукописи Льва Толстого,,,
flm0001882,Новости дня № 20 1954 г.,,,
flm0001883,Il cammino della speranza,1950,105,tt0042301
flm0001884,Наука и техника № 4 1954 г.,,,
flm0001885,Новости дня № 21 1954 г.,,,
flm0001886,Львов,,,
flm0001887,Команда с нашей улицы,1954,83,tt5111796
flm0001888,Верные друзья,1954,100,tt0047650
flm0001889,Новости дня № 22 1954 г.,,,
flm0001890,Новости дня № 23 1954 г.,,,
flm0001891,Сон болельщика,,,
flm0001892,Храбрый пак,1953,20,tt2371592
flm0001893,Новости дня № 24 1954 г.,,,
flm0001894,Батумский ботанический сад,,,
flm0001895,Случай в тайге,1954,93,tt0170599
flm0001896,Международный концерт,,,
flm0001897,Julius Fucik,1953,,tt0435093
flm0001898,Пионерия № 4 1954 г.,,,
flm0001899,Советский спорт № 4 1954 г.,,,
flm0001900,Новости дня № 25 1954 г.,,,
flm0001901,Поэма о любви,1954,,tt0170421
flm0001902,Новости сельского хозяйства № 3 1954 г.,,,
flm0001903,Новости дня № 26 1954 г.,,,
flm0001904,Празднование 1 мая 1954 года в Москве,,,
flm0001905,Анна на шее,1954,82,tt0046715
flm0001906,Новости дня № 28 1954 г.,,,
flm0001907,Праздник на стадионе Динамо,,,
flm0001908,Навеки с русским народом,,,
flm0001909,Поет Украина,1954,,tt0173036
flm0001910,Новости дня № 29 1954 г.,,,
flm0001911,В Ленинграде,,,
flm0001912,Die Störenfriede,1953,92,tt0236771
flm0001913,Бай и батрак,1953,,tt0169593
flm0001914,Лимоны растут в комнате,,,
flm0001915,Школа мужества,1954,99,tt0047481
flm0001916,Afrika I. - Z Maroka na Kilimandzaro,1953,104,tt2772566
flm0001917,Afrika II. - Od rovníku ke Stolové hore,1953,74,tt6096820
flm0001918,Новости дня № 30 1954 г.,,,
flm0001919,Новости дня № 31 1954 г.,,,
flm0001920,Советские конькобежцы в Японии,,,
flm0001921,Пионерия № 5 1954 г.,,,
flm0001922,Schicksal am Lenkrad,1954,103,tt0365721
flm0001923,Дети партизана,1954,83,tt0411285
flm0001924,Фитонциды,,,
flm0001925,Наука и техника № 5 1954 г.,,,
flm0001926,Советский спорт № 5 1954 г.,,,
flm0001927,Новости дня № 32 1954 г.,,,
flm0001928,Kiskrajcár,1953,107,tt0172655
flm0001929,Ростов-на-Дону,,,
flm0001930,Новости сельского хозяйства № 4 1954 г.,,,
flm0001931,Сухумская медико-биологическая станция,,,
flm0001932,Новости дня № 33 1954 г.,,,
flm0001933,Rákóczi hadnagya,1954,114,tt0046259
flm0001934,Аттестат зрелости,1954,106,tt0046730
flm0001935,Новости дня № 34 1954 г.,,,
flm0001936,За морским зверем,,,
flm0001937,Архитектурные памятники Самарканда,,,
flm0001938,Ядовитые змеи,,,
flm0001939,Наука и техника № 6 1954 г.,,,
flm0001940,Новости дня № 35 1954 г.,,,
flm0001941,Tajemství krve,1953,108,tt0046396
flm0001942,Во имя человека,,,
flm0001943,Новости дня № 36 1954 г.,,,
flm0001944,Об этом забывать нельзя,1954,108,tt0167317
flm0001945,Новости сельского хозяйства № 5 1954 г.,,,
flm0001946,Пионерия № 6 1954 г.,,,
flm0001947,Мастера волейбола,,,
flm0001948,Новости дня № 37 1954 г.,,,
flm0001949,Новости дня № 38 1954 г.,,,
flm0001950,Das kleine und das große Glück,1953,98,tt0236390
flm0001951,Jin yin tan,1953,103,tt13731270
flm0001952,Наука и техника № 7 1954 г.,,,
flm0001953,Советский спорт № 6 1954 г.,,,
flm0001954,Жиронда - Динамо,,,
flm0001955,Записные книжки А. П. Чехова,,,
flm0001956,Переполох,1955,,tt0174113
flm0001957,На даче,1954,17,tt2367112
flm0001958,Чехов,1954,60,tt0046848
flm0001959,Новости дня № 39 1954 г.,,,
flm0001960,Kleine Mutti,1935,90,tt0025411
flm0001961,Шведская спичка,1954,52,tt0048615
flm0001962,Наши чемпионы,1953,,tt0170290
flm0001963,Веселые звезды,1954,103,tt0048774
flm0001964,Новости дня № 40 1954 г.,,,
flm0001965,Новости дня № 41 1954 г.,,,
flm0001966,Родная Украина № 31 1954 г.,,,
flm0001967,Ленинградский журнал № 18 1954 г.,,,
flm0001968,Ленинградский журнал № 19 1954 г.,,,
flm0001969,The Pickwick Papers,1952,109,tt0045030
flm0001970,Советская Белоруссия № 19 1954 г.,,,
flm0001971,Новости недели № 26 1954 г.,,,
flm0001972,Родная Украина № 32 1954 г.,,,
flm0001973,XI съезд профсоюзов,,,
flm0001974,Новости сельского хозяйства № 6 1954 г.,,,
flm0001975,Новости дня № 42 1954 г.,,,
flm0001976,Verlorene Melodie,1952,100,tt0045289
flm0001977,Одесса,1935,23,tt3739338
flm0001978,Новости дня № 43 1954 г.,,,
flm0001979,Советская Белоруссия № 20 1954 г.,,,
flm0001980,Новости недели № 25 1954 г.,,,
flm0001981,Новости недели № 27 1954 г.,,,
flm0001982,Соревнования сильнейших легкоатлетов Европы,,,
flm0001983,Пионерия № 7 1954 г.,,,
flm0001984,Первая весна,,,
flm0001985,Советский спорт № 7 1954 г.,,,
flm0001986,Открытие Всесоюзной сельскохозяйственной выставки,,,
flm0001987,Народные мстители,1943,55,tt0036194
flm0001988,Новости дня № 44 1954 г.,,,
flm0001989,Onna hitori daichi o yuku,1953,164,tt0396778
flm0001990,Новости дня № 45 1954 г.,,,
flm0001991,Мы с вами где-то встречались,1954,95,tt0168083
flm0001992,Cardinal Richelieu,1935,82,tt0026180
flm0001993,Новости дня № 46 1954 г.,,,
flm0001994,Ленинградский журнал № 20 1954 г.,,,
flm0001995,Ленинградский журнал № 21 1954 г.,,,
flm0001996,Советская Белоруссия № 21 1954 г.,,,
flm0001997,Родная Украина № 33 1954 г.,,,
flm0001998,Родная Украина № 34 1954 г.,,,
flm0001999,Ленинградский журнал № 22 1954 г.,,,
flm0002000,Родная Украина № 35 1954 г.,,,
flm0002001,Родная Украина № 36 1954 г.,,,
flm0002002,На полях Кубани,,,
flm0002003,Новости дня № 47 1954 г.,,,
flm0002004,Jestrab kontra Hrdlicka,1953,100,tt0231820
flm0002005,Новости дня № 49 1954 г.,,,
flm0002006,Новости дня № 50 1954 г.,,,
flm0002007,Pesen za choveka,1954,111,tt0234455
flm0002008,На просторах Казахстана,,,
flm0002009,Новости дня № 51 1954 г.,,,
flm0002010,Советская Белоруссия № 24 1954 г.,,,
flm0002011,Благодатная земля,,,
flm0002012,Советский спорт № 8 1954 г.,,,
flm0002013,Магнитогорские металлурги,,,
flm0002014,Советская Белоруссия № 22 1954 г.,,,
flm0002015,Советская Белоруссия № 23 1954 г.,,,
flm0002016,Поволжье № 30 1954 г.,,,
flm0002017,Поволжье № 32 1954 г.,,,
flm0002018,Новости дня № 52 1954 г.,,,
flm0002019,Do Bigha Zamin,1953,131,tt0045693
flm0002020,Awaara,1951,193,tt0043306
flm0002021,In Assam,,,
flm0002022,The Drums of Manipur,,,
flm0002023,Industrial Mysore,,,
flm0002024,"Rajasthan, series I",,,
flm0002025,"Rajasthan, series II",,,
flm0002026,Памятники Мевара,,,
flm0002027,Aandhiyan,1952,136,tt0154106
flm0002028,Праздник нашей молодости,1955,79,tt0239830
flm0002029,Новости дня № 53 1954 г.,,,
flm0002030,Изобразительное искусство Китая,,,
flm0002031,Lidé jednoho srdce,1953,,tt0171483
flm0002032,В новом Шанхае,,,
flm0002033,Новости дня № 54 1954 г.,,,
flm0002034,Новости сельского хозяйства № 7 1954 г.,,,
flm0002035,По горной дороге,,,
flm0002036,Пионерия № 8 1954 г.,,,
flm0002037,Новости дня № 55 1954 г.,,,
flm0002038,Ленинградский киножурнал № 25 1954 г.,,,
flm0002039,Ленинградский киножурнал № 26 1954 г.,,,
flm0002040,Родная Украина № 3 1954 г.,,,
flm0002041,Советская Белоруссия № 25 1954 г.,,,
flm0002042,Поволжье № 33 1954 г.,,,
flm0002043,Солнечное затмение 1952 года,,,
flm0002044,Родная Украина № 39 1954 г.,,,
flm0002045,"Выставка ""Демократическая Германия"" в Москве",,,
flm0002046,Петрозаводск,,,
flm0002047,Expres z Norimberka,1954,63,tt0247326
flm0002048,На стройках столицы,,,
flm0002049,Новости дня № 56 1954 г.,,,
flm0002050,Ленинградский киножурнал № 24 1954 г.,,,
flm0002051,Родная Украина № 40 1954 г.,,,
flm0002052,Родная Украина № 41 1954 г.,,,
flm0002053,Родная Украина № 42 1954 г.,,,
flm0002054,Поволжье № 34 1954 г.,,,
flm0002055,Специальный выпуск Динамо (Москва) - Арсенал (Лондон),,,
flm0002056,Die Geschichte vom kleinen Muck,1953,100,tt0045470
flm0002057,Новости дня № 58 1954 г.,,,
flm0002058,Новости дня № 59 1954 г.,,,
flm0002059,Богатырь идет в Марто,1954,81,tt0186891
flm0002060,Новости дня № 60 1954 г.,,,
flm0002061,Земля,1954,82,tt0048284
flm0002062,Футбол СССР - Венгрия,,,
flm0002063,Народные характеры,,,
flm0002064,Большая семья,1954,108,tt0046797
flm0002065,В праздничный вечер,1954,,tt0174314
flm0002066,Родному народу,,,
flm0002067,Советские гимнасты в Риме,,,
flm0002068,Советский спорт № 9 1954 г.,,,
flm0002069,Праздник великой дружбы,,,
flm0002070,Пионерия № 9 1954 г.,,,
flm0002071,Komedianti,1954,95,tt0045968
flm0002072,Severní prístav,1954,84,tt0232621
flm0002073,Специальный выпуск 37--й октябрь,,,
flm0002074,Международные соревнования мотоциклистов,,,
flm0002075,В Риме,,,
flm0002076,Воздушный парад,,,
flm0002077,Советский спорт № 10 1954 г.,,,
flm0002078,На международной ярмарке в Лионе,,,
flm0002079,Рижский шелк,,,
flm0002080,Париж,,,
flm0002081,Camille,1936,109,tt0028683
flm0002082,Пробужденная степь,,,
flm0002083,Last of the Pagans,1935,70,tt0026609
flm0002084,Celuloza,1954,120,tt0046841
flm0002085,"Warszawa. Dokumenty walki, zniszczenia, odbudowy",1953,71,tt0138185
flm0002086,Przygoda na Mariensztacie,1954,93,tt0047373
flm0002087,Советский спорт № 11 1954 г.,,,
flm0002088,Наука и техника № 9 1954 г.,,,
flm0002089,Два матча,,,
flm0002090,Пребывание шведских кораблей в Ленинграде,,,
flm0002091,Кортик,1954,83,tt0175824
flm0002092,Наука и техника № 10 1954 г.,,,
flm0002093,Чемпионы Европы,,,
flm0002094,Запасной игрок,1954,83,tt0047895
flm0002095,Родная Украина № 48 1954 г.,,,
flm0002096,Новости недели № 40 1954 г.,,,
flm0002097,Наука и техника № 11 1954 г.,,,
flm0002098,376 дней на дрейфующей льдине,,,
flm0002099,It Started with Eve,1941,90,tt0033766
flm0002100,Родная Украина № 49 1954 г.,,,
flm0002101,Родная Украина № 50 1954 г.,,,
flm0002102,Родная Украина № 51 1954 г.,,,
flm0002103,Визит дружбы,,,
flm0002104,Велогонка мира,1938,73,tt0030928
flm0002105,Советские патриоты,,,
flm0002106,Рейс мира,,,
flm0002107,Театр едет в колхозы,,,
flm0002108,Новый Минск,,,
flm0002109,Отважные и сильные,,,
flm0002110,Zhan duan mo zhao,1954,87,tt0348490
flm0002111,Zhi qu Huashan,1953,120,tt0340462
flm0002112,Совещание европейских стран по обеспечению мира и безопасности в Европе,,,
flm0002113,Long xu gou,1953,108,tt0349743
flm0002114,Новости дня № 69 1954 г.,,,
flm0002115,Chóngqìng - Chéngdū,,,
flm0002116,Ji mao xin,1954,70,tt0470128
flm0002117,Новости дня № 70 1954 г.,,,
flm0002118,Новости дня № 71 1954 г.,,,
flm0002119,Стрекоза,1954,92,tt0047532
flm0002120,За мир и дружбу между народами,,,
flm0002121,Международная ярмарка в Джакарте,,,
flm0002122,Кронштадту 250 лет,,,
flm0002123,Севернее Сталинграда,,,
flm0002124,Глазами англичан,,,
flm0002125,Тайна горного озера,1954,69,tt0417894
flm0002126,Дорога в тайге,,,
flm0002127,Испытание верности,1954,117,tt0047992
flm0002128,Золотые яблоки,1955,78,tt1726830
flm0002129,Новости дня № 72 1954 г.,,,
flm0002130,Новости дня № 73 1954 г.,,,
flm0002131,Новости дня № 74 1954 г.,,,
flm0002132,Боржомское ущелье,,,
flm0002133,По реке Цне,,,
flm0002134,В кубанских садах,,,
flm0002135,В мире игрушек,,,
flm0002136,Наука и техника №12 1955 г.,,,
flm0002137,Молодые художники,,,
flm0002138,Советский спорт № 12 1955 г.,,,
flm0002139,Солнечное затмение 1954 года,,,
flm0002140,Новости сельского хозяйства 1955 г.,,,
flm0002141,250 лет Кронштадту,,,
flm0002142,На XII Всемирных студенческих играх,,,
flm0002143,Начало пути,,,
flm0002144,Пионерия № 11 1955 г.,,,
flm0002145,Новости дня № 1 1955 г.,,,
flm0002146,Сармико,1952,20,tt4857370
flm0002147,Fanfan la tulipe,1952,102,tt0044602
flm0002148,Новости дня № 2 1955 г.,,,
flm0002149,Тарас Шевченко - художник,,,
flm0002150,Новости сельского хозяйства № 11 1955 г.,,,
flm0002151,Советские краболовы,,,
flm0002152,The Mark of Zorro,1940,94,tt0032762
flm0002153,На целинные земли,,,
flm0002154,Новости дня № 3 1955 г.,,,
flm0002155,По туристской путевке,,,
flm0002156,Новости недели № 46 1955 г.,,,
flm0002157,МТС в степи,,,
flm0002158,Waterloo Bridge,1940,108,tt0033238
flm0002159,СССР - Швеция. Международные встречи сборных команд по хоккею,,,
flm0002160,Новости дня № 4 1955 г.,,,
flm0002161,Город бессмертной славы,,,
flm0002162,Дар дружбы,,,
flm0002163,Международная ярмарка в Дамаске,,,
flm0002164,Ernst Thälmann - Sohn seiner Klasse,1954,124,tt0046958
flm0002165,Gefährliche Fracht,1954,96,tt0047017
flm0002166,Ludwig van Beethoven,1955,87,tt0237417
flm0002167,Новости дня № 5 1955 г.,,,
flm0002168,Baiju Bawra,1952,165,tt0044392
flm0002169,Pod gwiazda frygijska,1954,111,tt0047357
flm0002170,Кто смеется последним,1955,94,tt5111566
flm0002171,Новости дня № 6 1955 г.,,,
flm0002172,Открытие фестиваля кинофильмов Германской Демократической Республики,,,
flm0002173,Советская Белоруссия № 1 1955 г.,,,
flm0002174,Поволжье №1 1955 г.,,,
flm0002175,Опасные тропы,1955,63,tt0212403
flm0002176,Праздник в Пекине,,,
flm0002177,Московская выставка новой строительной техники,,,
flm0002178,Новости дня № 7 1955 г.,,,
flm0002179,Новости сельского хозяйства № 12 1955 г.,,,
flm0002180,Советский спорт № 1 1955 г.,,,
flm0002181,Пионерия №1 1955 г.,,,
flm0002182,Наука и техника №1 1955 г.,,,
flm0002183,Damals,1943,94,tt0035776
flm0002184,Новости дня № 8 1955 г.,,,
flm0002185,У полярного круга,,,
flm0002186,Белоруссия №2 1955 г.,,,
flm0002187,Враги и друзья,,,
flm0002188,Новости дня № 9 1955 г.,,,
flm0002189,Белоруссия №3 1955 г.,,,
flm0002190,Советская выставка в Копенгагене,,,
flm0002191,Многоотраслевой колхоз,,,
flm0002192,Счастливый рейс,1949,79,tt0382276
flm0002193,Новости дня № 10 1955 г.,,,
flm0002194,Наступление на целину,,,
flm0002195,Народный поэт,,,
flm0002196,Герои Шипки,1955,90,tt0047021
flm0002197,Поволжье №2 1955 г.,,,
flm0002198,Новости недели № 2 1955 г.,,,
flm0002199,Дамы,1954,,tt0172293
flm0002200,Rahi,1953,139,tt0152133
flm0002201,Новости дня № 11 1955 г.,,,
flm0002202,Советская Украина № 3 1955 г.,,,
flm0002203,Поволжье №3 1955 г.,,,
flm0002204,Frona,1954,110,tt0172472
flm0002205,Cirkus bude,1954,91,tt0046858
flm0002206,Rodná zem,1954,101,tt0246893
flm0002207,Z Argentiny do Mexika,1954,90,tt0435543
flm0002208,На пути к изобилию,,,
flm0002209,Вторая специальность,,,
flm0002210,Победа советских спортсменов,,,
flm0002211,Весенние мелодии,1946,9,tt9239328
flm0002212,Новости дня № 12 1955 г.,,,
flm0002213,На Первенство мира по конькам,,,
flm0002214,Поволжье №4 1955 г.,,,
flm0002215,Советская Украина № 4 1955 г.,,,
flm0002216,Новости недели № 4 1955 г.,,,
flm0002217,Море студеное,1955,92,tt0047246
flm0002218,Новости дня № 14 1955 г.,,,
flm0002219,На международной ярмарке в Салониках,,,
flm0002220,Der Komödiant von Wien,1954,103,tt0047154
flm0002221,Вторая сессия Верховного Совета СССР четвертого созыва 3-9 февраля 1955 г,,,
flm0002222,Советский спорт № 2 1955 г.,,,
flm0002223,Решающий год,,,
flm0002224,Укротительница тигров,1955,101,tt0047628
flm0002225,Новости дня № 15 1955 г.,,,
flm0002226,Карандаш и клякса,1954,10,tt7972494
flm0002227,Хозяева моря,,,
flm0002228,Резервы производства,,,
flm0002229,По Индонезии,,,
flm0002230,Новости дня № 16 1955 г.,,,
flm0002231,Новости дня №16 1955 г.,,,
flm0002232,Советская Украина № 6 1955 г.,,,
flm0002233,Поволжье №6 1955 г.,,,
flm0002234,Советская Украина № 7 1955 г.,,,
flm0002235,Поволжье №7 1955 г.,,,
flm0002236,Советская Белоруссия № 6 1955 г.,,,
flm0002237,Botostroj,1954,101,tt0045575
flm0002238,Советский спорт № 3 1955 г.,,,
flm0002239,Морской охотник,1954,67,tt5111678
flm0002240,Новости дня № 17 1955 г.,,,
flm0002241,Советская Украина № 8 1955 г.,,,
flm0002242,Советская Белоруссия № 7 1955 г.,,,
flm0002243,Ромео и Джульетта,1955,92,tt0048561
flm0002244,В. Маяковский,,,
flm0002245,Новые цветные мультфильмы,,,
flm0002246,Советская Украина № 9 1955 г.,,,
flm0002247,Поволжье №8 1955 г.,,,
flm0002248,Два друга,1955,,tt0048026
flm0002249,Дочь степей,1955,,tt0169792
flm0002250,Новости дня № 18 1955 г.,,,
flm0002251,Народное искусство Китая,,,
flm0002252,Новости сельского хозяйства № 2 1955 г.,,,
flm0002253,Старый двор,1941,20,tt14144816
flm0002254,Гости из Индии,,,
flm0002255,Синяя птичка,,,
flm0002256,Las aguas bajan turbias,1952,82,tt0044335
flm0002257,Новости дня № 19 1955 г.,,,
flm0002258,Наука и техника №2 1955 г.,,,
flm0002259,Bel Ami,1955,100,tt0047868
flm0002260,По Сирии,,,
flm0002261,Новости сельского хозяйства № 3 1955 г.,,,
flm0002262,Наука и техника №3 1955 г.,,,
flm0002263,Овод,1955,94,tt0048461
flm0002264,Новости дня № 20 1955 г.,,,
flm0002265,Тарапунька и Штепсель,,,
flm0002266,Освобождение Вены,,,
flm0002267,Всесоюзная художественная выставка,,,
flm0002268,Новости дня № 21 1955 г.,,,
flm0002269,Piatka z ulicy Barskiej,1954,108,tt0047351
flm0002270,Мургабский оазис,,,
flm0002271,Надежда,1955,46,tt0048408
flm0002272,Crin blanc: Le cheval sauvage,1953,40,tt0044518
flm0002273,Новости дня № 22 1955 г.,,,
flm0002274,Специальный выпуск - к пребыванию правительственной делегации Австрии в Москве,,,
flm0002275,Dancing Pirate,1936,83,tt0027496
flm0002276,Остров Сахалин,1955,45,tt0175011
flm0002277,В Атлантике,,,
flm0002278,Речники Северной двины,,,
flm0002279,Выставка произведений скульпторов В. И. Мухиной,,,
flm0002280,Украинское народное искусство,,,
flm0002281,Новости дня № 23 1955 г.,,,
flm0002282,Тревожная молодость,1955,99,tt0047616
flm0002283,Новости дня № 24 1955 г.,,,
flm0002284,На берегах озера Иссык-Куль,,,
flm0002285,Советский спорт № 4 1955 г.,,,
flm0002286,Михайло Ломоносов,1955,104,tt4199588
flm0002287,Назар Стодоля,1955,81,tt0048416
flm0002288,Новости дня № 25 1955 г.,,,
flm0002289,Празднование 1-го Мая 1955 года в Москве,,,
flm0002290,Gibraltar,1938,92,tt0030180
flm0002291,По Ленинским местам,,,
flm0002292,На Всесоюзной сельскохозяйственной выставке,,,
flm0002293,Новости дня № 26 1955 г.,,,
flm0002294,Наука и техника №4 1955 г.,,,
flm0002295,Siréna,1947,77,tt0130261
flm0002296,Antoine et Antoinette,1947,84,tt0039155
flm0002297,Новости дня № 27 1955 г.,,,
flm0002298,Нерушимая дружба,,,
flm0002299,Первая Всесоюзная спартакиада сельских физкультурников,,,
flm0002300,Мастера индийского искусства,1955,40,tt0339364
flm0002301,Кукуруза - культура больших возможностей,,,
flm0002302,Ревизоры поневоле,1955,22,tt0175115
flm0002303,Подпись неразборчива,,,
flm0002304,Кукурузу - на поля страны,,,
flm0002305,Новости дня № 28 1955 г.,,,
flm0002306,На международной ярмарке в Измире,,,
flm0002307,Мы встречались на Эльбе,,,
flm0002308,Наука и техника №5 1955 г.,,,
flm0002309,Совещание европейских государств по обеспечению мира и безопасности в Европе,,,
flm0002310,Новости дня № 29 1955 г.,,,
flm0002311,Международная ярмарка в Салониках,,,
flm0002312,Андриеш,1954,63,tt0046713
flm0002313,Зеленый дол,1955,,tt7702766
flm0002314,Gaslight,1944,114,tt0036855
flm0002315,Septemvriytzi,1954,117,tt0282957
flm0002316,Доброе утро,1955,91,tt0313980
flm0002317,Подписание государственного договора о восстановлении независимости и демократической Австрии,,,
flm0002318,Новости дня № 30 1955 г.,,,
flm0002319,Советская выставка в Пекине,,,
flm0002320,Новости дня № 31 1955 г.,,,
flm0002321,Советская правительственная делегация в Белграде,,,
flm0002322,Северный полюс-5,,,
flm0002323,Новости сельского хозяйства № 4 1955 г.,,,
flm0002324,Вьетнам,1955,,tt14184226
flm0002325,Maclovia,1948,105,tt0040560
flm0002326,Snow White and the Seven Dwarfs,1937,83,tt0029583
flm0002327,Новости дня № 32 1955 г.,,,
flm0002328,Советский спорт № 5 1955 г.,,,
flm0002329,Попрыгунья,1955,91,tt0048504
flm0002330,Pricházejí z tmy,1954,60,tt0046205
flm0002331,На Всесоюзном совещании работников промышленности,,,
flm0002332,Мотопробег дружбы,,,
flm0002333,Пребывание советской правительственной длегации в Югославии,,,
flm0002334,Прибытие в Москву премьер-министра Индии Джавахарлала Неру,,,
flm0002335,Новости дня № 33 1955 г.,,,
flm0002336,Koncert,1954,96,tt0047155
flm0002337,Río Escondido,1948,99,tt0039793
flm0002338,Новости дня № 34 1955 г.,,,
flm0002339,Этого допустить нельзя,,,
flm0002340,Пребывание премьер-министра республики Индии Джавахарлала Неру в Москве,,,
flm0002341,"Papa, maman, la bonne et moi...",1954,104,tt0047328
flm0002342,Крушение Эмирата,1955,,tt0170126
flm0002343,Новости сельского хозяйства № 5 1955 г.,,,
flm0002344,Московскому университету 200 лет,,,
flm0002345,Новости дня № 35 1955 г.,,,
flm0002346,Праздник таджикского народа,,,
flm0002347,Повесть о лесном великане,1954,79,tt0210238
flm0002348,Девушка-джигит,1955,100,tt0313967
flm0002349,Я ничего не помню,,,
flm0002350,Злодейка с наклейкой,1954,10,tt6289304
flm0002351,Пусть крепнет советско-индийская дружба,,,
flm0002352,Новости дня № 36 1955 г.,,,
flm0002353,Премьер-министр республики Индии Джавахарлал Неру в Советской стране,,,
